,"Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)","Mortality rate attributed to unintentional poisoning (per 100 000 population)"
,"2019","2018","2017","2016","2015","2014","2013","2012","2011","2010","2009","2008","2007","2006","2005","2004","2003","2002","2001","2000"
"Indonesia","0.3 [0.1-0.4]","0.3 [0.1-0.4]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.4]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.3 [0.2-0.5]","0.4 [0.2-0.6]","0.4 [0.2-0.5]","0.4 [0.2-0.5]","0.4 [0.2-0.5]","0.4 [0.2-0.5]"
"Iran (Islamic Republic of)","1.0 [0.7-1.2]","1.0 [0.7-1.2]","1.0 [0.7-1.3]","1.0 [0.8-1.3]","1.1 [0.8-1.3]","1.1 [0.8-1.4]","1.2 [0.9-1.5]","1.3 [1.0-1.6]","1.4 [1.0-1.7]","1.4 [1.0-1.7]","1.4 [1.0-1.7]","1.5 [1.0-1.8]","1.6 [1.1-1.9]","1.5 [1.1-1.8]","1.5 [1.1-1.9]","1.6 [1.1-2.0]","1.4 [1.1-1.8]","1.6 [1.2-2.1]","1.7 [1.2-2.2]","1.8 [1.3-2.4]"
"Iraq","0.2 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.1-0.5]","0.3 [0.2-0.5]","0.3 [0.1-0.5]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.3 [0.2-0.6]","0.4 [0.2-0.7]","0.5 [0.2-1.0]","0.4 [0.2-0.8]","0.4 [0.2-0.8]","0.5 [0.2-0.9]","0.4 [0.2-0.9]","0.5 [0.2-0.9]","0.5 [0.2-1.0]"
"Ireland","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.4 [0.3-0.5]","0.2 [0.1-0.2]","0.4 [0.3-0.5]","0.5 [0.3-0.7]","1.6 [1.1-2.2]","0.3 [0.2-0.4]","0.6 [0.4-0.8]","0.5 [0.3-0.6]","0.4 [0.3-0.5]","0.5 [0.3-0.6]","0.6 [0.4-0.8]","0.5 [0.4-0.7]","0.5 [0.4-0.7]","0.6 [0.5-0.9]","0.6 [0.5-0.8]","0.6 [0.4-0.8]"
"Israel","0.0 [0.0-0.1]","0.0 [0.0-0.1]","0.0 [0.0-0.1]","0.0 [0.0-0.1]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.1]","0.0 [0.0-0.0]","0.1 [0.1-0.1]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.1 [0.1-0.2]"
"Italy","0.3 [0.2-0.3]","0.3 [0.2-0.3]","0.2 [0.2-0.3]","0.3 [0.2-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.4]","0.4 [0.3-0.4]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.4]","0.3 [0.3-0.3]","0.3 [0.3-0.4]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.4 [0.3-0.4]","0.5 [0.4-0.5]","0.5 [0.5-0.6]"
"Jamaica","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.2]"
"Japan","0.2 [0.2-0.2]","0.2 [0.2-0.2]","0.2 [0.2-0.2]","0.2 [0.2-0.2]","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.3 [0.2-0.3]","0.3 [0.3-0.3]","0.4 [0.3-0.4]","0.4 [0.3-0.4]","0.4 [0.4-0.4]","0.4 [0.4-0.4]","0.4 [0.3-0.4]","0.4 [0.4-0.4]","0.5 [0.4-0.5]","0.4 [0.4-0.4]","0.4 [0.4-0.5]","0.3 [0.3-0.3]","0.3 [0.3-0.3]","0.3 [0.3-0.3]"
"Jordan","0.5 [0.2-0.8]","0.4 [0.2-0.7]","0.4 [0.2-0.7]","0.4 [0.2-0.7]","0.4 [0.2-0.6]","0.4 [0.2-0.7]","0.4 [0.3-0.7]","0.5 [0.3-0.7]","0.5 [0.3-0.8]","0.6 [0.3-0.9]","0.6 [0.4-1.0]","0.7 [0.4-1.1]","0.8 [0.4-1.2]","0.8 [0.5-1.3]","0.9 [0.5-1.4]","1.0 [0.6-1.7]","1.1 [0.6-1.8]","1.1 [0.6-1.8]","1.2 [0.6-1.9]","1.2 [0.6-2.1]"
"Kazakhstan","1.9 [1.3-2.7]","2.0 [1.5-2.7]","2.1 [1.6-2.8]","2.3 [1.7-3.0]","2.4 [1.9-3.1]","2.6 [2.0-3.3]","2.8 [2.2-3.5]","3.0 [2.4-3.7]","3.1 [2.5-3.9]","3.3 [2.7-4.1]","3.4 [2.8-4.2]","3.9 [3.2-4.8]","4.4 [3.6-5.4]","4.6 [3.7-5.7]","4.8 [3.8-6.0]","4.9 [3.8-6.2]","5.1 [3.9-6.6]","5.1 [3.8-6.8]","5.3 [3.8-7.2]","5.4 [3.8-7.5]"
"Kenya","2.4 [1.6-4.2]","2.4 [1.6-4.2]","2.4 [1.6-4.0]","2.4 [1.6-3.9]","2.4 [1.6-4.0]","2.5 [1.7-4.0]","2.6 [1.7-4.1]","2.7 [1.8-4.2]","2.8 [1.9-4.3]","2.8 [1.9-4.2]","2.8 [1.9-4.3]","2.8 [2.0-4.3]","2.8 [2.0-4.3]","2.7 [1.9-4.2]","2.7 [1.9-4.2]","2.7 [1.9-4.2]","2.9 [2.0-4.4]","3.0 [2.1-4.7]","3.1 [2.1-4.8]","3.9 [2.8-5.7]"
"Kiribati","2.6 [0.9-5.9]","2.0 [0.7-4.4]","2.7 [0.9-5.9]","2.7 [0.9-5.9]","2.7 [0.9-5.9]","2.7 [0.9-5.8]","2.7 [0.9-5.9]","2.7 [0.9-5.8]","2.7 [1.0-5.9]","2.7 [1.0-5.8]","2.7 [1.0-5.7]","2.6 [1.0-5.6]","2.5 [1.0-5.2]","2.3 [0.9-4.8]","2.3 [0.9-4.6]","2.2 [0.9-4.4]","2.1 [0.9-4.2]","2.1 [0.9-4.2]","2.2 [1.0-4.2]","2.2 [1.0-4.2]"
"Kuwait","0.4 [0.2-0.6]","0.4 [0.2-0.5]","0.4 [0.2-0.5]","0.4 [0.2-0.5]","0.3 [0.2-0.5]","0.4 [0.3-0.5]","0.3 [0.2-0.4]","0.3 [0.2-0.5]","0.3 [0.3-0.5]","0.4 [0.3-0.6]","0.5 [0.3-0.6]","0.5 [0.4-0.7]","0.5 [0.3-0.6]","0.5 [0.3-0.6]","0.5 [0.4-0.7]","0.5 [0.4-0.7]","0.5 [0.4-0.7]","0.6 [0.4-0.7]","0.6 [0.4-0.7]","0.5 [0.4-0.7]"
"Kyrgyzstan","0.9 [0.7-1.3]","1.0 [0.7-1.4]","1.0 [0.8-1.4]","1.1 [0.8-1.4]","1.2 [0.9-1.7]","1.3 [1.0-1.7]","1.3 [1.0-1.7]","1.4 [1.1-1.9]","1.5 [1.1-1.9]","1.5 [1.1-2.0]","1.7 [1.3-2.2]","1.8 [1.4-2.4]","1.9 [1.4-2.5]","2.0 [1.5-2.6]","2.1 [1.6-2.7]","2.1 [1.5-2.7]","2.2 [1.7-2.9]","2.4 [1.8-3.0]","2.5 [1.9-3.2]","2.8 [2.2-3.6]"
"Lao People's Democratic Republic","0.6 [0.2-1.2]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.6 [0.2-1.4]","0.7 [0.2-1.5]","0.9 [0.3-2.0]","0.9 [0.3-2.1]","1.0 [0.3-2.2]","1.0 [0.4-2.3]","1.1 [0.4-2.4]","1.1 [0.4-2.5]","1.0 [0.4-2.2]","1.1 [0.4-2.4]","1.1 [0.4-2.5]","1.2 [0.4-2.6]","1.3 [0.4-2.8]","1.4 [0.5-3.1]","1.4 [0.5-3.2]","1.5 [0.5-3.2]"
"Latvia","1.2 [0.8-1.8]","1.1 [0.7-1.5]","1.3 [0.9-1.7]","1.4 [1.0-1.8]","0.8 [0.6-1.1]","1.4 [1.0-1.9]","1.0 [0.7-1.3]","1.8 [1.3-2.4]","1.2 [0.9-1.6]","2.3 [1.7-3.0]","3.7 [2.8-4.9]","3.5 [2.6-4.6]","4.7 [3.5-6.2]","4.5 [3.4-5.9]","5.9 [4.5-7.7]","4.0 [3.0-5.2]","5.0 [3.8-6.5]","5.6 [4.3-7.4]","5.2 [3.9-6.7]","6.3 [4.8-8.2]"
"Lebanon","0.6 [0.2-1.2]","0.5 [0.1-0.9]","0.6 [0.2-1.2]","0.5 [0.2-1.1]","0.5 [0.2-1.1]","0.5 [0.2-1.1]","0.6 [0.2-1.2]","0.6 [0.2-1.2]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.6 [0.2-1.3]","0.5 [0.2-1.0]","0.6 [0.2-1.3]","0.6 [0.2-1.4]","0.6 [0.2-1.4]","0.7 [0.2-1.5]","0.7 [0.2-1.6]","0.8 [0.3-1.8]"
"Lesotho","5.2 [1.9-11.4]","5.3 [2.0-11.6]","5.3 [2.0-11.5]","5.7 [2.2-12.4]","6.0 [2.3-12.7]","6.0 [2.4-12.8]","5.8 [2.3-12.3]","5.4 [2.1-11.5]","4.9 [1.9-10.5]","4.7 [1.8-9.9]","4.6 [1.8-9.6]","4.4 [1.7-9.1]","3.7 [1.4-7.8]","3.4 [1.3-7.4]","3.0 [1.2-6.5]","3.0 [1.2-6.4]","3.1 [1.2-6.6]","2.9 [1.1-6.4]","2.9 [1.1-6.2]","3.0 [1.2-6.5]"
"Liberia","1.7 [0.6-4.4]","1.7 [0.6-4.5]","1.8 [0.6-4.7]","1.9 [0.7-4.9]","1.8 [0.6-4.5]","2.3 [0.8-5.9]","2.3 [0.8-5.7]","2.3 [0.8-5.9]","2.2 [0.8-5.6]","2.0 [0.7-5.1]","2.3 [0.8-5.8]","2.4 [0.8-5.9]","2.4 [0.8-6.0]","2.5 [0.8-6.1]","2.5 [0.9-6.2]","2.6 [0.9-6.2]","1.4 [0.6-3.2]","1.8 [0.7-4.2]","2.2 [0.8-5.3]","2.4 [0.9-5.8]"
"Libya","0.8 [0.3-1.7]","1.0 [0.3-2.0]","1.0 [0.3-2.0]","0.9 [0.3-1.7]","1.0 [0.3-1.9]","1.0 [0.4-2.0]","0.9 [0.3-1.7]","1.0 [0.4-2.0]","0.9 [0.3-1.7]","1.0 [0.4-2.0]","1.0 [0.4-2.1]","1.0 [0.4-2.0]","1.0 [0.4-2.0]","0.9 [0.3-1.8]","0.9 [0.3-1.9]","1.0 [0.3-1.9]","1.1 [0.4-2.2]","1.1 [0.4-2.2]","1.1 [0.4-2.2]","1.1 [0.4-2.2]"
"Lithuania","1.7 [1.2-2.4]","3.5 [2.5-4.7]","3.7 [2.8-4.9]","3.8 [2.9-5.0]","3.9 [3.0-5.1]","3.5 [2.7-4.4]","4.1 [3.2-5.1]","4.0 [3.2-5.1]","3.7 [2.9-4.6]","6.5 [5.2-8.1]","5.9 [4.7-7.3]","7.1 [5.7-8.8]","7.6 [6.0-9.4]","7.1 [5.6-8.8]","6.9 [5.5-8.5]","5.7 [4.6-7.1]","6.2 [4.9-7.7]","5.3 [4.2-6.6]","5.6 [4.5-6.9]","5.4 [4.3-6.7]"
"Luxembourg","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.1 [0.1-0.1]","0.2 [0.2-0.3]","0.4 [0.3-0.5]","0.5 [0.4-0.7]","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.3-0.6]","0.7 [0.5-1.0]","1.3 [0.9-1.8]","1.5 [1.1-2.1]","1.9 [1.4-2.5]","1.4 [1.0-1.9]","1.2 [0.9-1.6]","0.8 [0.6-1.1]","0.9 [0.7-1.2]","1.0 [0.7-1.3]","0.9 [0.6-1.1]","1.1 [0.8-1.5]"
"Madagascar","2.1 [0.8-4.7]","2.6 [1.0-5.9]","2.7 [1.0-6.1]","2.8 [1.0-6.3]","2.8 [1.0-6.3]","3.0 [1.1-6.6]","3.0 [1.1-6.7]","2.9 [1.1-6.5]","3.1 [1.1-6.8]","3.1 [1.1-6.8]","3.1 [1.2-6.8]","3.2 [1.2-6.9]","3.2 [1.2-6.9]","3.3 [1.3-7.2]","3.4 [1.3-7.4]","3.4 [1.3-7.3]","3.3 [1.3-7.3]","3.4 [1.3-7.3]","3.4 [1.3-7.5]","3.6 [1.3-7.8]"
"Malawi","1.7 [0.7-3.7]","1.8 [0.8-3.9]","2.0 [0.8-4.1]","2.1 [0.9-4.3]","2.1 [0.9-4.4]","2.3 [1.0-4.6]","2.4 [1.0-4.8]","2.5 [1.1-5.1]","2.6 [1.2-5.1]","2.8 [1.3-5.5]","2.9 [1.4-5.6]","2.9 [1.4-5.4]","2.9 [1.4-5.3]","2.8 [1.3-5.1]","2.6 [1.3-4.9]","2.8 [1.3-5.2]","2.9 [1.4-5.7]","3.1 [1.4-6.2]","3.4 [1.5-6.7]","3.7 [1.6-7.4]"
"Malaysia","0.7 [0.3-1.2]","0.6 [0.3-1.2]","0.6 [0.3-1.1]","0.6 [0.3-1.0]","0.6 [0.3-1.0]","0.6 [0.3-0.9]","0.6 [0.3-0.9]","0.6 [0.3-0.9]","0.6 [0.4-0.9]","0.6 [0.4-1.0]","0.6 [0.4-1.0]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.7 [0.4-1.0]","0.7 [0.4-1.0]","0.7 [0.4-1.1]","0.7 [0.4-1.1]","0.7 [0.4-1.1]","0.7 [0.4-1.2]"
"Maldives","0.0 [0.0-0.1]","0.0 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.2]","0.1 [0.0-0.2]","0.1 [0.0-0.2]","0.1 [0.0-0.2]","0.1 [0.0-0.2]"
"Mali","2.9 [1.1-6.5]","2.9 [1.1-6.6]","3.1 [1.2-7.0]","3.2 [1.2-7.2]","3.2 [1.2-7.2]","3.3 [1.2-7.3]","3.2 [1.2-7.3]","3.4 [1.3-7.5]","3.5 [1.3-7.8]","3.5 [1.3-7.8]","3.6 [1.4-8.1]","3.8 [1.4-8.5]","3.8 [1.4-8.6]","3.7 [1.4-8.4]","3.7 [1.4-8.4]","3.6 [1.3-8.3]","3.5 [1.3-7.9]","3.6 [1.3-8.0]","3.4 [1.2-7.6]","3.6 [1.3-8.2]"
"Malta","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.1 [0.1-0.2]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.1 [0.1-0.1]","0.1 [0.0-0.1]","0.1 [0.0-0.1]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.0 [0.0-0.0]","0.1 [0.1-0.1]","0.2 [0.1-0.2]","0.4 [0.3-0.6]","0.4 [0.3-0.6]","0.5 [0.4-0.7]"
"Mauritania","1.5 [0.5-4.3]","1.5 [0.5-4.1]","1.5 [0.5-4.1]","1.5 [0.5-4.2]","1.6 [0.5-4.2]","1.5 [0.5-4.1]","1.5 [0.5-3.9]","1.6 [0.5-4.1]","1.4 [0.5-3.6]","1.4 [0.5-3.4]","1.5 [0.5-3.9]","1.6 [0.6-3.9]","1.6 [0.6-3.8]","1.6 [0.6-3.8]","1.6 [0.6-3.8]","1.5 [0.6-3.4]","1.5 [0.6-3.4]","1.5 [0.6-3.2]","1.4 [0.5-2.9]","1.6 [0.6-3.5]"
"Mauritius","0.8 [0.5-1.2]","0.9 [0.6-1.2]","1.3 [0.9-1.7]","1.4 [1.0-1.9]","1.0 [0.7-1.3]","0.5 [0.4-0.7]","0.3 [0.2-0.4]","0.3 [0.2-0.4]","0.7 [0.5-1.0]","0.2 [0.1-0.3]","0.5 [0.4-0.7]","0.7 [0.5-0.9]","0.5 [0.4-0.7]","0.1 [0.1-0.1]","0.2 [0.2-0.3]","0.3 [0.2-0.5]","0.2 [0.2-0.3]","0.0 [0.0-0.1]","0.3 [0.2-0.4]","0.5 [0.3-0.6]"
"Mexico","0.4 [0.3-0.5]","0.4 [0.3-0.5]","0.4 [0.4-0.5]","0.5 [0.4-0.5]","0.5 [0.5-0.6]","0.4 [0.4-0.5]","0.5 [0.4-0.6]","0.5 [0.4-0.5]","0.6 [0.5-0.7]","0.5 [0.5-0.6]","0.5 [0.5-0.6]","0.6 [0.5-0.6]","0.7 [0.6-0.7]","0.7 [0.6-0.8]","0.8 [0.7-0.8]","0.7 [0.7-0.8]","0.7 [0.7-0.8]","0.7 [0.6-0.8]","0.7 [0.7-0.8]","0.8 [0.7-0.9]"
"Micronesia (Federated States of)","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.8]","0.9 [0.3-1.9]","1.0 [0.4-1.9]","1.0 [0.4-2.0]","1.0 [0.4-2.0]","1.0 [0.4-2.0]","1.0 [0.4-2.1]","1.1 [0.4-2.2]","1.1 [0.4-2.2]","1.1 [0.5-2.2]","1.1 [0.5-2.2]","1.0 [0.4-1.9]","1.2 [0.5-2.4]","1.2 [0.5-2.5]"
"Mongolia","2.8 [1.3-5.6]","2.8 [1.3-5.6]","2.8 [1.3-5.6]","2.9 [1.3-5.8]","2.9 [1.3-5.7]","2.8 [1.3-5.7]","3.0 [1.4-5.9]","3.0 [1.4-6.0]","3.1 [1.5-6.2]","3.1 [1.5-6.3]","3.2 [1.6-6.4]","3.3 [1.6-6.6]","3.5 [1.7-6.8]","3.8 [1.8-7.2]","4.2 [2.0-7.6]","4.7 [2.3-8.3]","5.3 [2.6-9.5]","6.1 [3.0-11.0]","7.6 [3.6-13.8]","9.2 [3.9-16.8]"
"Montenegro","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.6 [0.4-0.9]","0.7 [0.5-1.0]","0.7 [0.5-1.0]","0.7 [0.5-1.1]","0.8 [0.5-1.1]","0.8 [0.5-1.1]","0.8 [0.5-1.2]","0.9 [0.5-1.3]"
"Morocco","0.7 [0.3-2.0]","0.7 [0.3-2.0]","0.8 [0.3-2.1]","0.8 [0.3-2.1]","0.8 [0.3-2.2]","0.8 [0.3-2.3]","0.9 [0.3-2.4]","0.9 [0.3-2.4]","0.9 [0.4-2.5]","0.9 [0.4-2.5]","0.9 [0.4-2.5]","1.0 [0.4-2.6]","1.0 [0.4-2.6]","1.0 [0.4-2.7]","1.0 [0.4-2.7]","1.1 [0.4-2.8]","1.1 [0.4-2.9]","1.1 [0.4-2.9]","1.2 [0.5-3.0]","1.2 [0.5-3.1]"
"Mozambique","3.7 [1.5-8.2]","3.8 [1.5-8.4]","3.9 [1.5-8.6]","3.9 [1.6-8.4]","3.9 [1.6-8.3]","4.1 [1.7-8.6]","4.3 [1.8-8.9]","4.4 [1.9-9.0]","4.4 [1.9-8.9]","4.3 [1.9-8.5]","4.4 [1.9-8.6]","4.1 [1.9-8.1]","3.9 [1.8-7.6]","4.1 [1.8-8.0]","3.9 [1.8-7.5]","4.0 [1.8-7.7]","4.0 [1.8-7.8]","4.1 [1.9-8.0]","4.3 [1.9-8.5]","4.4 [2.0-8.7]"
"Myanmar","1.3 [0.5-2.8]","1.5 [0.6-3.2]","1.5 [0.6-3.1]","1.7 [0.7-3.4]","1.7 [0.7-3.5]","1.8 [0.7-3.7]","1.8 [0.7-3.6]","1.8 [0.7-3.6]","1.9 [0.7-3.9]","2.0 [0.8-4.2]","2.2 [0.8-4.6]","5.3 [1.8-11.3]","2.6 [1.0-5.5]","2.9 [1.1-6.0]","3.0 [1.1-6.2]","3.0 [1.1-6.4]","3.1 [1.2-6.7]","3.1 [1.1-6.6]","3.0 [1.1-6.3]","3.3 [1.2-6.8]"
"Namibia","1.9 [0.6-4.3]","1.8 [0.6-4.1]","1.9 [0.7-4.3]","2.0 [0.7-4.5]","2.1 [0.7-4.8]","1.9 [0.7-4.3]","1.8 [0.6-4.0]","1.7 [0.6-3.8]","1.7 [0.6-3.8]","1.9 [0.7-4.1]","2.0 [0.7-4.3]","2.1 [0.8-4.6]","2.4 [0.9-5.2]","2.4 [0.9-5.0]","2.3 [0.9-5.0]","2.2 [0.9-4.7]","2.4 [1.0-5.1]","2.5 [1.0-5.2]","2.6 [1.1-5.4]","2.7 [1.1-5.7]"
"Nepal","1.7 [0.6-3.6]","1.7 [0.6-3.7]","1.7 [0.6-3.7]","1.7 [0.6-3.8]","1.6 [0.6-3.3]","1.9 [0.7-4.1]","2.0 [0.7-4.2]","2.0 [0.7-4.2]","2.1 [0.8-4.3]","2.1 [0.8-4.3]","2.2 [0.8-4.4]","2.2 [0.9-4.3]","2.2 [0.9-4.4]","2.1 [0.9-4.2]","2.1 [0.8-4.2]","1.7 [0.7-3.5]","2.0 [0.8-4.0]","2.2 [0.9-4.4]","2.3 [0.9-4.7]","2.6 [1.0-5.3]"
"Netherlands","0.1 [0.1-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.0-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.0-0.1]","0.0 [0.0-0.1]","0.1 [0.1-0.1]","0.1 [0.1-0.2]","0.1 [0.0-0.1]","0.2 [0.1-0.2]","0.1 [0.1-0.1]","0.1 [0.1-0.1]"
"New Zealand","0.2 [0.1-0.3]","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.1 [0.1-0.2]","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.2 [0.2-0.3]","0.3 [0.2-0.3]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.3 [0.3-0.4]","0.5 [0.4-0.6]","0.4 [0.3-0.5]","0.2 [0.1-0.2]","0.2 [0.2-0.3]","0.3 [0.2-0.4]","0.4 [0.3-0.5]","0.2 [0.1-0.3]","0.1 [0.1-0.1]","0.3 [0.2-0.3]"
"Nicaragua","0.3 [0.1-0.5]","0.2 [0.1-0.4]","0.2 [0.1-0.4]","0.3 [0.2-0.6]","0.2 [0.1-0.3]","0.3 [0.2-0.6]","0.3 [0.2-0.5]","0.2 [0.1-0.4]","0.3 [0.1-0.4]","0.3 [0.1-0.4]","0.4 [0.2-0.6]","0.4 [0.3-0.7]","0.3 [0.1-0.4]","0.5 [0.4-0.7]","0.3 [0.2-0.5]","0.4 [0.2-0.6]","0.3 [0.2-0.5]","0.4 [0.2-0.7]","0.5 [0.3-0.9]","0.6 [0.4-1.1]"
"Niger","3.3 [1.2-7.8]","3.4 [1.2-8.2]","3.5 [1.2-8.2]","3.5 [1.3-8.4]","3.4 [1.2-8.1]","3.5 [1.3-8.4]","3.6 [1.3-8.4]","3.6 [1.3-8.5]","3.7 [1.4-8.6]","3.9 [1.4-8.9]","3.9 [1.4-9.1]","4.0 [1.5-9.2]","4.2 [1.5-9.6]","4.3 [1.5-9.7]","4.5 [1.6-10.3]","4.0 [1.4-9.1]","4.2 [1.5-9.4]","4.4 [1.5-10.1]","4.3 [1.5-9.6]","4.7 [1.6-10.6]"
"Nigeria","3.3 [2.0-5.3]","3.5 [2.2-5.5]","3.5 [2.3-5.5]","3.6 [2.3-5.4]","3.2 [2.1-5.0]","3.4 [2.2-5.2]","3.3 [2.2-5.0]","3.4 [2.3-5.1]","3.4 [2.2-5.1]","3.5 [2.3-5.2]","3.3 [2.1-5.0]","3.3 [2.1-5.1]","3.3 [2.2-5.1]","3.3 [2.1-5.1]","2.9 [1.8-4.6]","3.2 [2.0-5.1]","3.0 [1.9-4.8]","3.3 [2.1-5.3]","3.1 [1.9-5.0]","2.9 [1.8-4.9]"
"Norway","0.3 [0.2-0.3]","0.3 [0.2-0.3]","0.3 [0.2-0.3]","0.1 [0.1-0.2]","0.3 [0.3-0.3]","0.4 [0.4-0.5]","0.3 [0.3-0.4]","0.3 [0.2-0.3]","0.3 [0.2-0.3]","0.3 [0.3-0.4]","0.4 [0.4-0.5]","0.3 [0.3-0.4]","0.4 [0.3-0.4]","0.3 [0.2-0.3]","0.3 [0.3-0.4]","0.4 [0.4-0.5]","0.2 [0.2-0.3]","0.3 [0.2-0.3]","0.4 [0.3-0.4]","0.2 [0.2-0.3]"
"Oman","0.9 [0.3-1.9]","0.9 [0.3-1.9]","0.9 [0.3-1.9]","0.9 [0.3-1.9]","1.0 [0.3-2.0]","1.0 [0.3-2.1]","1.1 [0.4-2.2]","1.1 [0.4-2.3]","1.3 [0.4-2.6]","1.4 [0.5-2.9]","1.4 [0.5-2.8]","1.5 [0.5-3.0]","1.5 [0.5-3.0]","1.5 [0.5-2.9]","1.3 [0.4-2.7]","1.3 [0.4-2.6]","1.4 [0.5-2.7]","1.3 [0.4-2.6]","1.4 [0.5-2.8]","1.4 [0.5-2.9]"
